description,smarts,rule_set_name
het_66_anisole(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#1])-[#1])-[#7](-[#1])-c:2:c:c:n:c:3:c(:c:c:c(:c:2:3)-[#8]-[#6](-[#1])-[#1])-[#8]-[#6](-[#1])-[#1],PAINS
thiazole_amine_N(1),[#6](-[#1])(-[#1])-[#8]-c:1:c(:c(:c(:c(:c:1-[#1])-[#1])-[#8]-[#6](-[#1])-[#1])-[#1])-[#7](-[#1])-c:2:n:c(:c:s:2)-c:3:c:c:c(:c:c:3)-[#8]-[#6](-[#1])-[#1],PAINS
het_pyridiniums_C(1),[#6]~1~3~[#7](-[#6]:[#6])~[#6]~[#6]~[#6]~[#6]~1~[#6]~2~[#7]~[#6]~[#6]~[#6]~[#7+]~2~[#7]~3,PAINS
het_5_E(1),[#7]-3(-c:2:c:1:c:c:c:c:c:1:c:c:c:2)-[#7]=[#6](-[#6](-[#1])-[#1])-[#6](-[#1])(-[#1])-[#6]-3=[#8],PAINS
"2,2-dimethyl-4,5-dicarboxy-dithiole",C1(C)(C)SC(C(=O)O)=C(C(=O)O)S1,SureChEMBL
"2,3,4_trihydroxyphenyl",c([OH])c([OH])c([OH]),SureChEMBL
"2,3,5_trihydroxyphenyl",c([OH])c([OH])cc([OH]),SureChEMBL
acid_anhydrides,C(=O)OC(=O),SureChEMBL
acid_halides,"[S,C](=[O,S])[F,Br,Cl,I]",SureChEMBL
Acridine,c1c2cc4ccccc4nc2ccc1,SureChEMBL
Active_Phosphate,"P(=S)([OH1,O$(O[#6])])([OH1,O$(O[#6])])[S,O]",SureChEMBL
acyl_cyanide,C(=O)-C#N,SureChEMBL
Adjacent_Ring_Double_Bonds,[*;R]=[*;R]=[*;R],SureChEMBL
Aldehyde,[#6][C!H0]=O,SureChEMBL
Aliphatic_Triflate,COS(=O)(=O)C(F)(F)F,SureChEMBL
alkyl_halides,"[Br,Cl,I][CX4;CH,CH2]",SureChEMBL
AlkylEnamine,"[C;H1$(C([#6;!$(C=O)])),H0$(C([#6;!$(C=O)])[#6;!$(C=O)])]=[CH1]!@N([#6;!$(C(=O))])[#6;!$(C(=O))]",SureChEMBL
Allene,*=C=*,SureChEMBL
Alpha_Halo_Carbonyl,"[C;!$(C[N])](=O)!@[C;h1,h2;H1,H2][F,Cl,Br,I]",SureChEMBL
amidotetrazole,c1nnnn1C=O,SureChEMBL
Amino_Naphtalimide,c1(N)ccc(C(=O)NC3(=O))c(c3ccc2)c21,SureChEMBL
Aminonitrile,NC#N,SureChEMBL
Anhydride,[#6]C(=O)OC(=O)[#6],SureChEMBL
Any_Carbazide,O=*N=[N+]=[N-],SureChEMBL
aromatic_azides,cN=N=N,SureChEMBL
Azanitrone,N=[N+]([O-])C,SureChEMBL
azoalkanals,[N;R0]=[N;R0]CC=O,SureChEMBL
Azobenzene,c1ccccc1[N!r]=[N!r]c2ccccc2,SureChEMBL
Azocyanamide,[N;R0]=[N;R0]C#N,SureChEMBL
b-Carbonyl_Quaternary_Nitrogen,"C(=O)CC[N+,n+]",SureChEMBL
benzylic_quaternary_nitrogen,"cC[N+,NX4]",SureChEMBL
beta-carbonyl_quaternary_nitrogen,"C(=O)C[N+,n+,NX4,nX4]",SureChEMBL
Beta-Fluoro-ethyl-ON,"[C;H2$(CF),H1$(C(F)F)]!@[CH2][N,O]",SureChEMBL
biotin_analogue,C12C(NC(N1)=O)CSC2,SureChEMBL
carbazides,C(=O)N=N=N,SureChEMBL
carbodiimides,N=C=N,SureChEMBL
CCl3-CHO_releasing,"C(Cl)(Cl)(Cl)C([O,S])[NX3]",SureChEMBL
Chloramidine,[Cl]C([C&R0])=N,SureChEMBL
Conjugated_Dithioether,SC(=[!r])S,SureChEMBL
Crown_Ether_12CRO4,O1CCOCCOCCOCC1,SureChEMBL
Crown_Ether_15CRO5,O1CCOCCOCCOCCOCC1,SureChEMBL
Crown_Ether_16CRO6,O1CCOCCOCCOCCOCCOCC1,SureChEMBL
crown_ethers,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],SureChEMBL
cyanamide,N[CH2]C#N,SureChEMBL
Cyanophosphonate,P(OCC)(OCC)(=O)C#N,SureChEMBL
Cyanohydrin,N#CC[OH1],SureChEMBL
di_and_triphosphates,P(=O)([OH])OP(=O)[OH],SureChEMBL
Diacetylene,C#CC#C,SureChEMBL
Diazoalkane,C=[N+]=[N-],SureChEMBL
Diazonium_Salt,[N+]#N,SureChEMBL
Diene,C!@=[CH1]-C!@=[CH1]-[CX3](=O),SureChEMBL
Dinitrobenzene_1,c1c([N+](=O)[O-])c([N+](=O)[O-])ccc1,SureChEMBL
Dinitrobenzene_2,c1c([N+](=O)[O-])ccc([N+](=O)[O-])c1,SureChEMBL
Dinitrobenzene_3,c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1,SureChEMBL
disulfides,[SX2][SX2],SureChEMBL
Dithiocarbamate,NC(=S)S,SureChEMBL
Dithiole-2-thione,S1SC=CC1=S,SureChEMBL
Dithiole-3-thione,S1C=CSC1=C,SureChEMBL
Dithiomethylene_acetal,S[C;!$(C=*)]S,SureChEMBL
Enyne,C=!@CC#C,SureChEMBL
"epoxides,_thioepoxides,_aziridines","C1[O,S,N]C1",SureChEMBL
ester_of_HOBT,C(=O)Onnn,SureChEMBL
Flavin,"c1cccc(NC(=NC(=[N,S,O])NC(=O)3)C3=N2)c12",SureChEMBL
Fluorescein,c1cc(O)cc(OC(=CC(=O)C=C3)C3=C2)c12,SureChEMBL
Fluorinated_Carbon_1,C(C(CF)F)F,SureChEMBL
Fluorinated_Carbon_2,C(C(F)F)(F)F,SureChEMBL
four_member_lactones,C1(=O)OCC1,SureChEMBL
geminal_amines,[NH1;!r][CX4][NH1;!r],SureChEMBL
geminal_dinitriles,N#CCC#N,SureChEMBL
"halo-pyridine,_-diazoles_and_-triazoles","[Cl,Br,I]c1[c,n][c,n][c,n][c,n]n1",SureChEMBL
hydrazothiourea,N=NC(S)N,SureChEMBL
Imidazolium,c1[n+]([#6])ccn1([#6]),SureChEMBL
Imine2,"[#6,#8,#16]-[CH1]=[NH1]",SureChEMBL
imines_(not_ring),"[#6][C;R0](=[N;R0,O0])[#6]",SureChEMBL
isocyanates_and_isothiocyanates,"N=C=[S,O]",SureChEMBL
isonitrile,[N+]#[C-],SureChEMBL
ketene,C=C=O,SureChEMBL
Lawesson_Reagent_Derivatives,P(=S)(S)S,SureChEMBL
"methylidene-1,3-dithiole",S1C=CSC1=S,SureChEMBL
Michael_Phenyl_Ketone,c1ccccc1C(=O)C=!@CC(=O)!@*,SureChEMBL
N-halo,"[NX3,NX4][F,Cl,Br,I]",SureChEMBL
Nitrobenz-azadiazole_1,"c1ccc(n[o,s]n2)c2c1[N+](=O)[O-]",SureChEMBL
Nitrobenz-azadiazole_2,"c1c([N+](=O)[O-])cc(n[o,s]n2)c2c1",SureChEMBL
nitrosamine,N-[N;X2](=O),SureChEMBL
nitroso,[N&D2](=O),SureChEMBL
noname,"N1=C[S,NH1]C(=[C,N,P][C,N,O,P])C1(=O)",SureChEMBL
N-Oxide_aliphatic,[N+!$(N=O)][O-X1],SureChEMBL
N-S_(not_sulfonamides),[#6][S!$(S(~[OD1])~[OD1])][N;H0],SureChEMBL
Orthoester,C(O)(O)[OH],SureChEMBL
o-tertbutylphenol,c1c([OH1])c(C(C)(C)C)ccc1,SureChEMBL
Oxobenzothiepine,C1(=O)C=CCSC=C1,SureChEMBL
P_or_S_Halides,"[P,S][Cl,Br,F,I]",SureChEMBL
p-Aminoaryl_diazo,Nc1aaa(N!@=N)aa1,SureChEMBL
PCP,PCP,SureChEMBL
paranitrophenyl_esters,C(=O)Oc1ccc([N+](=O)[O-])cc1,SureChEMBL
pentahalophenyl,"c1c([F,Cl])c([F,Cl])c([F,Cl])c([F,Cl])c1([F,Cl])",SureChEMBL
pentafluorophenyl_esters,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),SureChEMBL
peroxide,[#8]~[#8],SureChEMBL
Phenanthrene,c12cccc3c1c4c(cc3)cccc4cc2,SureChEMBL
Phenylester,C(=O)!@Oc1ccccc1,SureChEMBL
phosphonate_esters,[#6]P(=O)(~O)O[#6],SureChEMBL
phosphoramides,NP(=O)(N)N,SureChEMBL
phosphorane,C=P,SureChEMBL
Phosphorus_Halide,"[S,P][F,Cl,Br,I]",SureChEMBL
Polyene,C=!@CC=!@C,SureChEMBL
polyenes,C=CC=CC=CC=C,SureChEMBL
polyene_chain_between_aromatics,cC=CC=CC=Cc,SureChEMBL
polyines,CC#CC#CC,SureChEMBL
Polynuclear_Aromatic_1,c1cccc(cc(cccc2)c2c3)c13,SureChEMBL
Polynuclear_Aromatic_2,c1cccc(c(cccc2)c2cc3)c13,SureChEMBL
Polysulfide,*[SX2][SX2][SX2]*,SureChEMBL
Sulphur_Halide,"[#16][F,Cl,Br,I]",SureChEMBL
pyrene_fragments,c1c2cccc3c2c4c(cc3)cccc4c1,SureChEMBL
Pyrylium,c1ccc[o+]c1,SureChEMBL
reactive_carbonyls,"[C;!r](=[O,S])[S;!r]",SureChEMBL
reactive_carbonyls,"[C;!r](=[O,S])[CD2;!r][F,Br,Cl]",SureChEMBL
Ring_Triple_Bond,"[C,c;R]#[C,c;R]",SureChEMBL
S=N_(not_ring),[S;R0]=[N;R0],SureChEMBL
Sulfonate_Ester,O=[SX4](=O)OC,SureChEMBL
sulfonyl_cyanide,S(=O)(=O)C#N,SureChEMBL
Sulphate_Ester,"COS(=O)O[C,c]",SureChEMBL
sulphonates,"COS(=O)(=O)[C,c]",SureChEMBL
Sulphur_Nitrogen_single_bond,[SX2H0]!@[N],SureChEMBL
Tetraazinane,C1NNC=NN1,SureChEMBL
Thiocyanate,SC#N,SureChEMBL
thioesters,"C[O,S;R0][C;R0](=S)",SureChEMBL
thioles_(not_aromatic),[!a][SX2;H1],SureChEMBL
Thiophosphothionate,"P(=S)(-[S;H1,H0$(S(P)C)])(-[O;H1,H0$(O(P)C)])(-N(C)C)",SureChEMBL
thiourea,[N;!r][C;!r](=S)[N;!r],SureChEMBL
Three_Membered_Heterocycle,"*1[O,S]*1",SureChEMBL
Tri_Pentavalent_S,"[#16v3,#16v5]",SureChEMBL
Triacyloxime,C(=O)N(C(=O))OC(=O),SureChEMBL
Triazole,c1cnnn1!@C!@[NH1][#6],SureChEMBL
triflate,OS(=O)(=O)(C(F)(F)(F)),SureChEMBL
Triphenyl_Boranyl,B(c1ccccc1)(c2ccccc2)c3ccccc3,SureChEMBL
triphenylphosphines,P(c1aaaaa1)(c1aaaaa1)(c1aaaaa1),SureChEMBL
Triphenyl_Silyl,[Si](c1ccccc1)(c2ccccc2)(c3ccccc3),SureChEMBL
Vinyl_Halide,"[Cl,Br,I]C=[!O!R]",SureChEMBL
Vinyl_Sulphone,"[#6][CH1]!@=[CH1][S;H1,H0$(S(C)C)](=O)(=O)",SureChEMBL
sulphates,[#6]S(=O)(=O)O,SureChEMBL
tropone,C1C(=O)C=CC=CC=1,SureChEMBL
Oxime,"[#6]C(=!@N[$(OC),$([OH])])[#6]",SureChEMBL
hydrazone,[#6]C(=!@NNa)[#6],SureChEMBL
Nitrosone_not_nitro,[$(N(~!@[#6])!@O);!$([N+]([O-])=O)],SureChEMBL
Thiocarbonyl_group,C=S,SureChEMBL
enamine_like,C=[NH],SureChEMBL
analine,"c1ccccc1[NH2,NH3+]",SureChEMBL
acid_anhydrides_2,"[#6]C(=O)!@OC(=!@[N,O])[#6]",SureChEMBL
trifluroacetate_amide,FC(F)(F)C(=O)N,SureChEMBL
triple_bond,[#6]C#[CH],SureChEMBL
Allene,C=C=C,SureChEMBL
thiatetrazolidine,"[$(Sc1nnn[nH,n-]1),$(Sc1nn[nH,n-]n1)]",SureChEMBL
glycol,"[#6][O;R0][$(C([#6])[#6]),$([CH][#6]),$([CH2])][O;R0][#6]",SureChEMBL
oxy-amide,[#6]C(=O)!@C!@C(=O)N,SureChEMBL
formate_formide,"O=[CH][O,N][#6]",SureChEMBL
pyranone,O=C1C=COC=C1,SureChEMBL
Coumarin,c1cc2C=CC(=O)Oc2cc1,SureChEMBL
aminothiazole,s1ccnc1[N!H0],SureChEMBL
Thiazolidinone,O=C1CSCN1,SureChEMBL
Thiomorpholinedione,N1C(=O)CSCC1=O,SureChEMBL
oxepine,O1C=CC=CC=C1,SureChEMBL
phenylethene,c1ccccc1!@[CH]=!@[C!H0],SureChEMBL
Ethene,C=[CH2],SureChEMBL
cyclobutene,C1CC=C1,SureChEMBL
poly_sub_atomatic,*!@c1c(!@*)c(!@*)c(!@*)c(!@*)c1,SureChEMBL
Isotopes,"[2#1,3#1,11C,11c,14C,14c,125I,32P,33P,35S]",SureChEMBL
Undesirable_Elements_Salts,"[Ac,Ag,Am,Ar,As,At,Au,Ba,Be,Bi,Bk,Cd,Ce,Cf,Cm,Cr,Cs,Dy,Er,Eu,Fr,Ga,Gd,Ge,He,Hf,Ho,In,Ir,Kr,La,Lu,Mo,Nb,Nd,Ne,Ni,Np,Os,Pa,Pb,Pd,Pm,Po,Pr,Pt,Pu,Ra,Rb,Re,Rh,Rn,Ru,Sb,Sc,Se,Sm,Sr,Ta,Tb,Tc,Te,Th,Ti,Tl,Tm,U,V,W,Xe,Y,Yb,Zr]",SureChEMBL
Metal_Carbon_bond,"[#6;$([#6]~[#3,#11,#12,#13,#19,#20,#26,#27,#28,#29,#30])]",SureChEMBL
Aromatic_N-Oxide_more_than_one,[n+][O-X1].[n+][O-X1],SureChEMBL
Nitro_more_than_one,[N+](=O)[O-].[N+](=O)[O-],SureChEMBL
anhydride,C(=O)OC(=O),MLSMR
pentafluorophenyl ester,C(=O)Oc1c(F)c(F)c(F)c(F)c1(F),MLSMR
p-nitrophenyl ester,C(=O)Oc1ccc([N+]([O-])=O)cc1,MLSMR
any carbazide,O=*N=[N+]=[N-],MLSMR
HOBT ester,C(=O)Onnn,MLSMR
aromatic azide,cN=[N+]=[N-],MLSMR
imine2,"[#6,#8,#16]-[CH1]=[NH1]",MLSMR
sulfonyl cyanide,S(=O)(=O)C#N,MLSMR
azocyanamide,[N;R0]=[N;R0]C#N,MLSMR
cyanohydrin,N#CC[OH],MLSMR
acyl cyanide,N#CC(=O),MLSMR
acid halide,"[S,C](=[O,S])[F,Br,Cl,I]",MLSMR
chloramidine,[Cl]C([C&R0])=N,MLSMR
P/S halide,"[P,S][F,Cl,Br,I]",MLSMR
quaternary,"[C+,Cl+,I+,P+,S+]",MLSMR
unacceptable atoms,[!#6;!#7;!#8;!#16;!#1;!#3;!#9;!#11;!#12;!#15;!#17;!#19;!#20;!#30;!#35],MLSMR
triacyloxime,C(=O)N(C(=O))OC(=O),MLSMR
b-carbonyl quaternary nitrogen,"C(=O)CC[N+,n+]",MLSMR
benzylic quaternary nitrogen,cC[N+],MLSMR
phosphorane,C=P,MLSMR
Lawesson reagent derivatives,P(=S)(S)S,MLSMR
cyanophosphonate,P(OCC)(OCC)(=O)C#N,MLSMR
sulfonate,"COS(=O)(=O)[C,c]",MLSMR
Heteroaryl sulfonate,"a-S(=O)(=O)-O[$([a&!#6]),$(c[a&!#6]),$(cc[a&!#6]),$(ccc[a&!#6]),$(cccc[a&!#6]),$(ccccc[a&!#6])]",MLSMR
sulfate ester,"COS(=O)O[C,c]",MLSMR
triflate,OS(=O)(=O)C(F)(F)F,MLSMR
polyacidic,"[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH].[C,S,P](=O)[OH]",MLSMR
Sulfonic acid,[OH]-S(=O)(=O)-*,MLSMR
thiol,[SH],MLSMR
benzhydrol,[OH1]-C(-c1ccccc1)c2ccccc2,MLSMR
dihydroxybenzene,[OH1]c1ccc([OH1])cc1,MLSMR
"2,3,4trihydroxyphenyl",c([OH])c([OH])c([OH]),MLSMR
"2,4,5trihydroxyphenyl",c([OH])c([OH])cc([OH]),MLSMR
allene,*=C=*,MLSMR
Azide,N=N=N,MLSMR
azoalkanal,[N;R0]=[N;R0]CC=O,MLSMR
hydrazothiourea,N=NC(=S)N,MLSMR
Azo,N=N,MLSMR
aldehyde,[#6]-[CH1]=O,MLSMR
hemiacetal,[#6]-O[CH1](-[#6])[OH1],MLSMR
acetal,[#6]-O[CH1](-[#6])O-[#6],MLSMR
Ketone,[#6]-C(=O)-[#6],MLSMR
Ester,[#6]-C(=O)O-[#6],MLSMR
imine 1,"[#6,#8,#16]-C(=[NH1])[#6,#8,#16]",MLSMR
Imine 3,C=[NH],MLSMR
thioketone,CC(=S)C,MLSMR
thioester,"C[O,S;R0][C;R0](=S)",MLSMR
thionoester,COC(=S)C,MLSMR
thioamide,CC(=S)N,MLSMR
thiourea,NC(=S)N,MLSMR
nitroso,[N&D2](=O),MLSMR
long chain hydrocarbon,[CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0][CD2;R0],MLSMR
Long aliphatic chain,"[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]-&!@[N,C,S,O]",MLSMR
Unbranched chain,"[$([A&D2]),$([A&D1])]!@[A&D2]!@[A&D2]!@[A&D2]!@[A&D2]!@[$([A&D2]),$([A&D1])]",MLSMR
polyene,C=CC=CC=CC=C,MLSMR
Dye 25,acC=&!@Cca,MLSMR
isonitrile,[N+]#[C-],MLSMR
thiocyanate,SC#N,MLSMR
cyanamide,N[CH2]C#N,MLSMR
Dye 16 (1),c([N+](=O)[O-]),MLSMR
nitro aromatic 2+,a-[N+](=O)[O-].a-[N+](=O)[O-],MLSMR
Dye 29,"O=[N+](-[O-])-caac-[$(N(C)C),$([NH]C),$([NH2])]",MLSMR
Dye 1 (1),"c1cccc(C(=O)[C,c]([#7])=,:[C,c]([#7])C2(=O))c12",MLSMR
Dye 7,"N=C1[#6]:,=[#6]C(=[C,N])[#6]:,=[#6]1",MLSMR
Dye 11,"*=,:[#6]C([#6]=,:*)[#6]=,:*",MLSMR
Dye 9,ac-*=&!@*-&!@C(=O)-&!@ca,MLSMR
Dye 32,"c1cccc2C(=O)C(C:,=*)C(=O)c12",MLSMR
Dye 6,c12cccc(C(=O)C(ca)C(=O)3)c2c3ccc1,MLSMR
Dye 22,NS(=O)(=O)c1cccc([#7])c1,MLSMR
Dye 2,OCccCO,MLSMR
Dye 26,c1ccccc1-n2nnnc2[CH2]*,MLSMR
alkyl halide,"[Br,Cl,I][CX4,CH,CH2,CH3]",MLSMR
Perhalo_ketone,"O=CC(-[F,Cl,Br,I])([F,Cl,Br,I])-[F,Cl,Br,I]",MLSMR
Beta halo carbonyl,"O=CCC[F,Cl,Br,I]",MLSMR
4-halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[n]:[c,n]:[c,n]1",MLSMR
2-halopyridine,"[F,Cl,Br][c]1:[c,n]:[c,n]:[c,n]:[c,n]:[n]1",MLSMR
Hetero_hetero,"*[N,S,O]-&!@[N,S,O][#6]",MLSMR
peroxide,OO,MLSMR
disulfide,SS,MLSMR
hydrazine,[#6]-[NH]-[NH]-[#6],MLSMR
acyl hydrazine,[N;R0][N;R0]C(=O),MLSMR
vinyl michael acceptor1,"[#6]-[CH1]=C-C(=O)[#6,#7,#8]",MLSMR
vinyl michael acceptor2,"[CH2]=C-C(=O)[#6,#7,#8]",MLSMR
michael acceptor 5,N#CC(=C)C#N,MLSMR
Michael acceptor 6,"[#6,#7]-&!@[#6](=&!@[CH])-&!@C(=O)-&!@[C,N,O,S]",MLSMR
alkynyl michael acceptor1,"[#6]-C#CC(=O)[#6,#7,#8]",MLSMR
alkynyl michael acceptor2,"[CH1]#CC(=O)-[#6,#7,#8]",MLSMR
nitroalkane,C[N+](=O)[O-],MLSMR
crown ether,[O;R1][C;R1][C;R1][O;R1][C;R1][C;R1][O;R1],MLSMR
nitrate,[#6]-O-[N+](=O)[O-],MLSMR
Oxalyl,O=C-&!@C=O,MLSMR
Dipeptide,*-C(=O)-&!@[NH]-C-&!@C(=O)-&!@[NH]-*,MLSMR
quaternary nitroxy,C[N+](-[O-])(C)C,MLSMR
Triphenylphosphine,a-P(-a)-a,MLSMR
Phosphoric acid,[OH]-P(=O)(-O)-*,MLSMR
Phosphoric ester,COP(=O)(-*)O,MLSMR
di/triphosphate,P(=O)([OH])OP(=O)[OH],MLSMR
tri phosphoric esters,[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6].[#6]OP(=O)(*)O[#6],MLSMR
phosphoramide,NP(=O)(N)N,MLSMR
Phenalene,c1(c)c2c(c)cccc2ccc1,MLSMR
(poly(azo(anthracene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1[c,n]c3:[c,n]:[c,n]:[c,n]:[c,n]:c3[c,n]2",MLSMR
(poly(azo(phenanthrene)),"c12:[c,n]:[c,n]:[c,n]:[c,n]:c1:[c,n]:[c,n]:c3:[c,n]:[c,n]:[c,n]:[c,n]:c23",MLSMR
Dye 31,a1aaac2ac3acac4aaac(c34)c12,MLSMR
Dye 4,c12ccccc1C(=O)c3ccccc3C2=O,MLSMR
Dye 8,c12cccc(C(=O)N(-&!@C)C(=O)3)c2c3ccc1,MLSMR
"epoxide, aziridine, thioepoxide","C1[O,S,N]C1",MLSMR
propiolactone,C1(=O)OCC1,MLSMR
b-lactam,N1CCC1=O,MLSMR
cycloheximide,O=C1CCCC(N1)=O,MLSMR
aromatic Sulfonic ester,"[#6,#7]-S(=O)(=O)Oc",MLSMR
quinone,"[$([o,n]=c1ccc(=[o,n])cc1),$([O,N]=C1C=CC(=[O,N])C=C1),$([O,N]=C1[#6]:,=[#6]C(=[O,N])[#6]:,=[#6]1)]",MLSMR
saponin,O1CCCCC1OC2CCC3CCCCC3C2,MLSMR
monensin,O1CCCCC1C2CCCO2,MLSMR
squalestatin,C12OCCC(O1)CC2,MLSMR
cyanidin,[OH]c1cc([OH])cc2=[O+]C(=C([OH])Cc21)c3cc([OH])c([OH])cc3,MLSMR
cytochalasin,O=C1NCC2CCCCC21,MLSMR
Filter1_2_halo_ether,"[Cl,Br,I][CX4][CX4][$([O,S,N]*),Cl,Br,I]",Inpharmatica
Filter2_acyl_phosphyl_sulfonyl_halide,"[C,S,P](=O)[F,Cl,Br,I]",Inpharmatica
Filter3_allyl_halide,"[F,Cl,Br,I][CX4]C=C",Inpharmatica
Filter4_alpha_halo_carbonyl,"[Br,Cl,I][C!H0]C=[O,S]",Inpharmatica
Filter5_azo,"[$([NX2R0]-[!#7]),$([NX2R0H1])]=[$([NX2R0]-[!#7]),$([NX2R0H1])]",Inpharmatica
Filter6_benzyl_halide,"[Br,Cl,I][CX4]c",Inpharmatica
Filter7_diazo,[!#7]~[NX2]~[NX1],Inpharmatica
Filter8_thio_isocyanat_diimin,"N=C=[N,O,P,S]",Inpharmatica
Filter9_metal,"[$([!#1!#6!#7!#8!#9!#15!#16!#17!#35!#53]~[*]),$([!#1!#6!#7!#8!#9!#15!#16!#17!#35!#53;h])]",Inpharmatica
Filter10_Terminal_vinyl,"[CH2]=[CH][N,O,P,S;R0]",Inpharmatica
Filter11_nitrosamin,[NR0]~[NX2]~[OX1],Inpharmatica
Filter12_nitroso,"[$([NX2]~*),$([NX2H])]~[OX1]",Inpharmatica
Filter13_PS_double_bond,"S=[$([PX2]~*),$([PX2H])]",Inpharmatica
Filter14_thio_oxopyrylium_salt,"c1ccc[s,o;X2]c1",Inpharmatica
Filter15_thiosulfate,[SX4](~S)(~O)(~O)~*,Inpharmatica
Filter16_trialkyl_phosphin,[PX3]([#6])([#6])[#6],Inpharmatica
Filter17_trialkyl_phosphin2,[PX4](~[!O!S])([#6])([#6])[#6],Inpharmatica
Filter18_oxime_ester,"[$([CX3H1]-[!#7]),$([CX3H2])]=NO[C,S,P](=O)*",Inpharmatica
Filter19_hydroxyimide_ester,O=C[NX3](C=O)OC(=O)*,Inpharmatica
Filter20_hydrazine,[Nv3X3][Nv3X3!H0],Inpharmatica
Filter21_cyanhydrin,[NX1]#C[CX4][OH],Inpharmatica
Filter22_sulfonium_salt,*[SX3](*)*,Inpharmatica
Filter23_ortho_quinone,C1(C=CC=CC1=O)=O,Inpharmatica
Filter24_react_imide,"*C([F,Cl,Br,I,$(OS(=O)(=O)*)])=[NX2]*",Inpharmatica
Filter25_sulfonyl_halide,"*S(=O)(=O)[F,Cl,Br,I]",Inpharmatica
Filter26_alkyl_halide,"AA[CH2][F,Cl,Br,I,$(OS(=O)(=O)*)]",Inpharmatica
Filter27_anhydride,"*[C,S](=O)O[C,S](=O)*",Inpharmatica
Filter28_halo_pyrimidine,"c1nc(ncc1)[Br,I]",Inpharmatica
Filter29_thioester,"CC(=[OX1,SX1,NH])[$([SX2]-*),$([SX2H])]",Inpharmatica
Filter30_beta_halo_carbonyl,"[$(C(-C)(-C)(=O)),$([CH](=O)-C)](=O)CC[Br,I]",Inpharmatica
Filter31_so_bond,[SX2R0][OX2],Inpharmatica
Filter32_oo_bond,[OX2R0][OX2],Inpharmatica
Filter33_c10_alkyl,[CH3][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2][CH2],Inpharmatica
Filter34_isotope,"[2#1,3#1,13C,14C,15N,125I,23F,22Na,32P,33P,35S,45Ca,57Co,103Ru,141Ce]",Inpharmatica
Filter35_pp_bond,P-P,Inpharmatica
Filter36_ss_double_bond,S=S,Inpharmatica
Filter37_silicate,[Si]~O,Inpharmatica
Filter38_aldehyde,O=[CH]*,Inpharmatica
Filter39_imine,C[CR0]=[NR0][*!O],Inpharmatica
Filter40_epoxide_aziridine,"C1C[N,S,O]1",Inpharmatica
Filter41_12_dicarbonyl,*C(=O)C(=O)*,Inpharmatica
Filter42_12_dicarbonyl_tautomer,[*!$(C[OH])]=C([OH])C(=O)*,Inpharmatica
Filter43_michael_acceptor_sp1,C#CC=O,Inpharmatica
Filter44_michael_acceptor2,"[$([C!$(C1(=O)C=CC(=O)C=C1)]C),$([Ch]),$(C[OH0])](=O)C=[C!$(C[Nv3X3,OH])]",Inpharmatica
Filter45_allyl_halide2,"[Br,Cl,I][CX4]C=[C,N,P]",Inpharmatica
Filter46_nhalide,"N[F,Cl,Br,I]",Inpharmatica
Filter47_so2f,O=S(=O)(*)F,Inpharmatica
Filter48_foso,O=S(*)OF,Inpharmatica
Filter49_halogen,"[FX2,ClX2,BrX2,IX2,IX3,IX4,IX5]",Inpharmatica
Filter50_grignard,"C[Mg][F,Cl,Br,I]",Inpharmatica
Filter51_pn3,N[PX3](N)N,Inpharmatica
Filter52_NC_haloamine,"NC[F,Cl,Br,I]",Inpharmatica
Filter53_para_quinones,O=C1C=CC(=O)C=C1,Inpharmatica
Filter56_SS_bond,S-S,Inpharmatica
Filter57_polyphenol1,Oc1cc(O)cc(O)c1,Inpharmatica
Filter58_polyphenol2,Oc1c(O)cc(O)cc1,Inpharmatica
Filter59_phoshorous_ylide,C=P,Inpharmatica
Filter60_Acyclic_N-S,N!@[SX2],Inpharmatica
Filter61_phosphor_halide_and_P_S_bond,"[#15]~[F,Cl,Br,I,#16]",Inpharmatica
Filter62_oxo_thio_halide,"[O,S]~[Cl,Br,I]",Inpharmatica
Filter63_polyaromatic,a1aaaa2ccc3ccccc3c12,Inpharmatica
Filter64_halo_ketone_sulfone,"[#6][C,S](=[O,S])C[F,Cl,Br,I]",Inpharmatica
Filter65_alkyl_sulfonate,"[#6][P,S](~[OX1])(~[OX1])O[C!H0]",Inpharmatica
Filter66_c4_perfluoralkyl,C(F)(F)C(F)(F)C(F)(F)C(F)(F),Inpharmatica
Filter67_S_or_O_C_triplebond_N,"[O,S]C#N",Inpharmatica
Filter68_anthracene_acridine,a1aaac2cc3ccccc3cc12,Inpharmatica
